SIRUTA LOCALITATE,SIRUTA LOC SUP,COD SIIIR,COD SIIIR SUP,COD SIRUES,COD FISCAL
32401,32394,0661200098,,62071297,31422269
32401,32394,0662101861,0661100869,382599,
32401,32394,0662103153,0661103795,371514,
32401,32394,0661101124,,981395,29870791
32401,32394,0641101521,,2073893,18444707
32401,32394,0661101531,,377087,4347771
32401,32394,0661101291,,3043273,8049492
32401,32394,0661100869,,371526,29873429
32401,32394,0661103682,,1224354,4426859
32401,32394,0661100697,,62071182,22122602
32401,32394,0682103005,0661101133,63134979,
32401,32394,0661200858,,63126996,14185960
32401,32394,0661103705,,376796,22379224
32401,32394,0661101133,,990956,4347828
32401,32394,0661100815,,844585,4426913
32401,32394,0661101115,,371473,29873453
32401,32394,0662100304,0661100833,371605,
32401,32394,0661203757,,62071338,31996547
32401,32394,0661101237,,792110,4347780
32401,32394,0662101698,0661101124,382006,
32401,32394,0662102541,0661101169,371631,
32401,32394,0661200112,,60066747,17905659
32401,32394,0662102419,0661103818,1243477,
32401,32394,0661100946,,981412,29885342
32401,32394,0661100833,,981400,29871150
32401,32394,0661101264,,377099,4347640
32401,32394,0661201194,,62898633,5352210
32401,32394,0671100015,,376887,4347682
32642,32633,0661100982,,373885,28284956
32642,32633,0662102568,0661100982,373897,
34921,34903,0662102057,0661101255,373524,
35198,35152,0662100489,0661100037,376394,
33042,33015,0662103257,0661103596,372192,
33042,33015,0662102817,0661103596,374279,
32679,32660,0661101513,,373926,28054671
32973,179659,0662100358,0661103619,374188,
32713,32704,0661101427,,373952,28255306
32713,32704,0662102324,0661101427,371875,
32900,179686,0662100512,0661101029,372025,
32900,179686,0661101029,,374152,28189415
32900,179686,0662100503,0661101029,3005489,
32777,32768,0661100738,,374009,28494354
32786,32768,0662101897,0661100738,374011,
32722,32704,0662102315,0661101427,373976,
32839,32811,0662102274,0661103646,374061,
32839,32811,0662102283,0661103646,371966,
32820,32811,0661103646,,374059,13765102
33220,33202,0662102912,0661101011,374437,
33060,33015,0662102826,0661103596,374308,
34725,34690,0662103307,0661100937,375792,
33024,33015,0661103596,,374243,27895463
33462,33435,0662101974,0661100878,374700,
33131,33122,0662103447,0661101201,372207,
33131,33122,0661101201,,374358,28152254
32964,32955,0661101418,,374164,28278911
34217,179953,0661101047,,375390,28156418
32848,32811,0662103872,0661101481,374073,
32688,32660,0661101106,,373938,27909801
34958,34903,0662102075,0661101255,375936,
32508,32483,0662102948,0661103601,377049,
32651,32633,0662102577,0661100982,373902,
32615,32599,0662102767,0661101083,376980,
32615,32599,0662101852,0661101038,371801,
33685,33658,0661103673,,374970,28195212
33186,33177,0661100887,,374396,29418363
34734,34690,0662103293,0661100937,373419,
34734,34690,0662103275,0661100937,375807,
35287,35269,0662103388,0661103741,376564,
35287,35269,0662103397,0661103741,373794,
34832,34770,0662101748,0661101504,373445,
34832,34770,0662101739,0661101504,375869,
33569,33541,0662102699,0661101187,374815,
34388,34360,0662102586,0661101065,375625,
33300,33275,0662101617,0661101305,374530,
33300,33275,0662101594,0661101305,372362,
32857,32811,0661101481,,374085,20087185
32857,32811,0662102093,0661101481,371980,
32866,34547,0662100548,0661103723,374097,
33792,33765,0662101929,0661101056,375039,
33578,33541,0662102731,0661101187,374803,
33578,33541,0662102713,0661101187,372568,
33587,33541,0662102704,0661101187,374839,
32982,32955,0662102202,0661101418,374164,
32875,34547,0662100521,0661103723,374102,
33211,33202,0662102939,0661101011,372269,
33211,33202,0661101011,,374425,28180521
32919,179686,0661100806,,374140,28203285
35367,35312,0662102491,0661101549,376667,
33701,33658,0662102505,0661100991,374982,
33863,33845,0662103022,0661100064,375077,
33257,33248,0661200962,,62071314,31699732
33257,33248,0661101074,,374451,13615199
33257,33248,0662102116,0661101074,373312,
33257,33248,0662102143,0661101074,372295,
33257,33248,0661203766,,62071326,31699724
33257,33248,0662102125,0661101074,119573,
33257,33248,0662102161,0661101074,990578,
33257,33248,0662102152,0661101074,1190278,
34119,34075,0662101775,0661100824,375302,
32517,32483,0662102966,0661103601,377051,
34002,33989,0662102663,0661100105,375223,
33284,33275,0661101305,,374528,28331411
33284,33275,0662101608,0661101305,372350,
34315,34280,0662103189,0661100711,375522,
32410,32394,0662102681,0661101115,371667,
33970,33952,0662102265,0661101368,375170,
34565,34547,0662100557,0661103723,3009760,
35296,35269,0662103402,0661103741,376576,
33319,33275,0662101585,0661101305,374542,
35303,35269,0662103411,0661103741,991508,
35303,35269,0662103438,0661103741,376588,
33346,33337,0662100394,0661100928,374607,
33346,33337,0662100385,0661100928,1253604,
33346,33337,0662100367,0661100928,372398,
33346,33337,0661100928,,374578,28180548
33373,33364,0662102369,0661103827,125363,
33373,33364,0662102378,0661103827,374621,
33373,33364,0662102387,0661103827,372427,
33373,33364,0662102351,0661103827,1119597,
33373,33364,0661103827,,374619,28474527
33373,33364,0662102396,0661103827,1253628,
32731,32704,0662102306,0661101427,371904,
33079,33015,0662102835,0661103596,374346,
33079,33015,0662102808,0661103596,374255,
33391,33382,0661100756,,374657,28216196
33444,33435,0661100878,,374695,19091352
33444,33435,0662101965,0661100878,1190395,
33444,33435,0662101983,0661100878,372477,
33523,33514,0662100272,0661101377,372532,
33523,33514,0661101377,,374645,28973233
33550,33541,0661101187,,374798,29297350
33550,33541,0662102722,0661101187,372556,
34878,34850,0662103533,0661101228,375742,
33612,33603,0662100177,0661101359,374865,
33612,33603,0662100168,0661101359,374853,
33612,33603,0662100186,0661101359,374877,
33612,33603,0661101359,,374841,28245884
33532,33514,0662100263,0661101377,374774,
33532,33514,0662100281,0661101377,372544,
35214,35152,0662100498,0661100037,1119640,
32571,32544,0662101956,0661101092,371710,
33630,33621,0662101879,0661103664,372673,
33630,33621,0662102292,0661103664,372702,
33630,33621,0661103664,,374932,14555281
33630,33621,0662101888,0661103664,372697,
34128,34075,0662101784,0661100824,375285,
33088,33015,0662102794,0661103596,374322,
33667,33658,0661100991,,374956,28197159
33667,33658,0662102523,0661100991,372764,
33738,33729,0661101558,,374889,28180556
32697,32660,0662103863,0661101513,373940,
33774,33765,0661101056,,375015,28402598
33854,33845,0661100064,,375065,28944939
33408,33382,0662101689,0661100756,374683,
33408,33382,0662101662,0661100756,372453,
33890,33881,0661101341,,375118,28854267
34011,33989,0662102609,0661100105,375209,
34020,33989,0662102645,0661100105,375211,
34039,33989,0662102618,0661100105,375194,
34048,33989,0662102654,0661100105,375235,
32740,32704,0662102333,0661101427,387718,
33961,33952,0661101368,,375168,28419336
33710,33658,0662102514,0661100991,374994,
35125,35090,0662103094,0661101332,1253733,
35125,35090,0662103117,0661101332,376227,
32553,32544,0662102247,0661100919,1295028,
32553,32544,0661100901,,377104,4347305
32553,32544,0661100919,,376904,13726553
32553,32544,0662101947,0661101092,,
32553,32544,0661103691,,377128,4347313
32553,32544,0661101092,,371540,15128963
32553,32544,0651101458,,376954,28320862
32553,32544,0661100082,,792378,4512216
32991,179659,0661103619,,374176,28278997
33266,33248,0661100765,,374463,29158280
33998,33989,0662102672,0661100105,372958,
33998,33989,0661100105,,375182,29457486
34057,33989,0662102627,0661100105,375247,
34084,34075,0661100824,,375261,29017310
35232,35152,0662100444,0661100037,376435,
35027,34985,0662103343,0661101436,376156,
32928,32884,0662100417,0661101142,374138,
33943,33881,0662102428,0661101341,375132,
34164,34155,0662100661,0661101409,991390,
34164,34155,0662100607,0661101409,991429,
34164,34155,0662100616,0661101409,990683,
34164,34155,0662100625,0661101409,1193828,
34164,34155,0661101409,,991376,28180580
34164,34155,0662100679,0661101409,1259282,
34164,34155,0662100584,0661101409,600276,
35456,35429,0662100349,0661103628,376693,
32937,32884,0662100426,0661101142,372013,
32937,32884,0661101142,,991352,28794602
33159,33122,0662103881,0661101201,374360,
35134,35090,0662103135,0661101332,376265,
35036,34985,0662103587,0661101436,376162,
34324,34280,0662103171,0661100711,375558,
33756,179720,0661100842,,374891,28195913
33756,179720,0662102229,0661100842,374920,
35465,35429,0662100331,0661103628,376708,
34672,34645,0662100195,0661100955,375716,
34244,34235,0661100055,,377154,4427110
34244,34235,0662102197,0661100055,373134,
32946,179686,0662103049,0661100806,3154101,
34271,34262,0661100123,,375467,29100253
34271,34262,0662100575,0661100123,373158,
34271,34262,0662100566,0661100123,375479,
34299,34280,0662103212,0661100711,,
34299,34280,0662103162,0661100711,373160,
34299,34280,0661100711,,375493,27035990
34299,34280,0662103198,0661100711,375508,
34182,34173,0661101002,,375388,26985231
34182,34173,0662102749,0661101002,991431,
34182,34173,0662102776,0661101002,373081,
34342,34333,0662102903,0661101386,373213,
34342,34333,0662102862,0661101386,9907,
34342,34333,0662102898,0661101386,990786,
34342,34333,0662102889,0661101386,990798,
34342,34333,0661101386,,375364,24167937
34379,34360,0662102595,0661101065,990815,
34379,34360,0661101065,,375613,33417609
34413,179944,0661100896,,375649,28506262
34413,179944,0662100254,0661100896,375663,
33417,33382,0662101653,0661100756,372441,
33417,33382,0662101671,0661100756,374669,
34887,34850,0662103542,0661101228,375766,
34404,34397,0661100046,,375637,28723610
32893,32884,0662100408,0661101142,374126,
32429,32394,0662102559,0661101169,376813,
32429,32394,0662102532,0661101169,990126,
34752,34690,0662103266,0661100937,375821,
33168,33122,0662103465,0661101201,374372,
32606,32599,0662101843,0661101038,371813,
32606,32599,0661101038,,371564,28219133
32606,32599,0662101807,0661101038,371825,
32606,32599,0662101816,0661101038,371772,
32606,32599,0651103781,,376966,28320870
32606,32599,0662101825,0661101038,1190254,
32606,32599,0662101834,0661101038,990140,
32606,32599,0661101083,,376978,21453934
32606,32599,0661103637,,377166,4347330
33471,33435,0662100236,0661100729,374724,
33471,33435,0662100245,0661100729,372518,
33480,33435,0662101992,0661100878,374750,
34486,34477,0661101273,,375974,26927184
33836,33765,0662101938,0661101056,375027,
34896,34850,0662103551,0661101228,375754,
32438,32394,0662102012,0661101246,376825,
34431,34422,0661103714,,961010,28713101
34592,34547,0662100539,0661103723,376057,
32447,32394,0662102437,0661100792,376851,
34556,34547,0661103723,,376083,28172740
33426,33382,0662101644,0661100756,374633,
34529,34477,0662103569,0661101273,376007,
35474,35429,0662100313,0661103628,376710,
34253,34235,0662102188,0661100055,375455,
34253,34235,0662102179,0661100055,373146,
34627,34618,0662102464,0661100028,1254854,
34627,34618,0661100028,,375675,28222279
34627,34618,0662102455,0661100028,373263,
34654,34645,0661100955,,375699,28356734
34707,34690,0662103239,0661100937,373378,
34707,34690,0661100937,,375778,28193157
34789,34770,0662101757,0661101504,373433,
34789,34770,0661101504,,375845,28431577
34967,34903,0662102066,0661101255,373500,
34869,34850,0661101228,,375730,28977138
34912,34903,0661101255,,375912,28173125
34912,34903,0662102039,0661101255,373483,
35394,35312,0662102473,0661101549,376617,
33239,33202,0662102921,0661101011,374449,
34066,33989,0662102636,0661100105,375259,
35161,35152,0661100037,,376370,19227986
35161,35152,0662100453,0661100037,373756,
34994,34985,0661101436,,377142,4730601
34994,34985,0662103334,0661101436,990865,
34994,34985,0662103325,0661101436,373603,
35081,35054,0662103474,0661101463,990877,
35081,35054,0662103492,0661101463,376306,
35063,35054,0662103524,0661101463,373732,
35063,35054,0662103515,0661101463,373720,
35063,35054,0661101463,,376291,21116130
35107,35090,0662103108,0661101332,373665,
35107,35090,0662103144,0661101332,1254880,
35107,35090,0661101332,,376215,28278873
33328,33275,0662101576,0661101305,374566,
35143,35090,0662103058,0661101472,1253599,
35143,35090,0662103067,0661101472,376241,
35143,35090,0662103076,0661101472,376253,
35143,35090,0661101472,,376239,28278881
32795,32768,0662101911,0661100738,374023,
32802,32768,0662101902,0661100738,374035,
33499,33435,0662102003,0661100878,374736,
32456,32394,0662103845,0661103795,371629,
35278,35269,0661103741,,376552,29185284
35278,35269,0662103429,0661103741,373782,
35321,35312,0661101549,,376590,28312487
32624,32599,0662102342,0661101083,376992,
32624,32599,0662101793,0661101038,371784,
34636,34618,0662102446,0661100028,375687,
34351,34333,0662102871,0661101386,375340,
33505,33435,0661100729,,374712,28255314
33505,33435,0662100227,0661100729,372520,
35045,34985,0662103316,0661101436,376174,
33872,33845,0662103031,0661100064,375089,
34146,34075,0661101314,,375297,29261209
35438,35429,0661103628,,376681,27909852
34538,34477,0662103578,0661101273,375998,
43135,43117,0962100982,0961102595,406371,
43135,43117,0962100973,0961102595,,
44195,44177,0962100385,0961102369,1321695,
44195,44177,0962100376,0961102369,405767,
44417,44391,0962101074,0961100186,,
44417,44391,0962101092,0961100186,,
43037,43019,0962100919,0961101843,406319,
43518,43493,0962102948,0961102057,1321671,
43518,43493,0962102966,0961102057,405195,
42833,42824,0962102808,0961102428,900054,
42833,42824,0961102428,,404579,17391388
43359,43331,0962101219,0961102274,,
42851,42842,0962100756,0961101852,3352595,
42851,42842,0961101852,,404610,17383440
42922,42913,0961101671,,404660,17380184
42922,42913,0962100869,0961101671,406216,
42691,42682,0962102681,0961100159,,
42691,42682,0961102084,,1180766,4205521
42691,42682,0962100177,0961101775,403848,
42691,42682,0961100046,,1166605,17368350
42691,42682,0961101902,,404139,17349111
42691,42682,0961101807,,1149413,17339606
42691,42682,0961101793,,404103,17339576
42691,42682,0961101653,,403824,17358837
42691,42682,0961102559,,403862,17355245
42691,42682,0962101549,0961100195,,
42691,42682,0961102446,,1213836,4205807
42691,42682,0962101463,0961102419,404335,
42691,42682,0961101748,,404153,17358772
42691,42682,0941101697,,10000,21338870
42691,42682,0962101305,0961100091,404426,
42691,42682,0961100195,,404141,17352567
42691,42682,0962102663,0961100168,,
42691,42682,0961201963,,602,35100908
42691,42682,0962101246,0961102093,,
42691,42682,0962101585,0961101816,,
42691,42682,0961202331,,601,14867020
42691,42682,0961102482,,1166162,4343214
42691,42682,0961102351,,984074,17352516
42691,42682,0961102419,,1149384,17358748
42691,42682,0961102473,,404438,17352524
42691,42682,0961102577,,1180821,4205734
42691,42682,0961102342,,1315385,17380915
42691,42682,0961101861,,1180778,4205505
42691,42682,0961100141,,403903,17383423
42691,42682,0961100168,,404191,17361794
42691,42682,0961300024,,503,15213970
42691,42682,0961101775,,403915,5066197
42691,42682,0961101911,,900342,17358802
42691,42682,0961200121,,501,32040810
42691,42682,0962101472,0961102559,403886,
42691,42682,0962102699,0961101617,,
42691,42682,0962101567,0961102143,,
42691,42682,0961101703,,1166629,17368369
42691,42682,0961100064,,404012,17352486
42691,42682,0961102143,,404206,17352559
42691,42682,0961102012,,10005,26093984
42691,42682,0961101635,,1186021,17352699
42691,42682,0961101662,,874487,10232989
42691,42682,0961102315,,403991,17352540
42691,42682,0961101816,,404098,17378940
42691,42682,0961102586,,403939,17361808
42691,42682,0962101558,0961100168,,
42691,42682,0961100073,,1166473,17343747
42691,42682,0961102093,,404127,17350477
42691,42682,0961101879,,1180780,4205815
42691,42682,0962101576,0961101816,,
42691,42682,0962101291,0961100073,404323,
42691,42682,0962101531,0961101938,,
42691,42682,0961102116,,1149097,5217630
42691,42682,0962101359,0961101902,,
42691,42682,0961102401,,403692,4205440
42691,42682,0962101386,0961101635,1149372,
42691,42682,0962102654,0961102455,,
42691,42682,0961102197,,1315426,4205793
42691,42682,0961100159,,1315438,4205696
