COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,safe,str,wikidata
,0562108232,0561100097,359085,31510,31529,0562108232,BIHOR,,,424,GRĂDINIŢA CU PROGRAM NORMAL NR.1 ŞUNCUIUŞ,GRADINITA CU PROGRAM NORMAL NR 1,ŞUNCUIUŞ,,0,"strada Avram Iancu, nr.424",
,0562106655,0561101813,1192862,29948,30005,0562106655,BIHOR,,,135,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SUȘTIU,GRADINITA CU PROGRAM NORMAL NR 3,ŞUŞTIU,,0,principala,
,1162101563,1161104159,421541,51877,51939,1162101563,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL ZĂGUJENI,GRADINITA CU PROGRAM NORMAL,ZĂGUJENI,,0,,
25843646,1261201822,,,54975,54984,1261201822,CLUJ,46.7512684,23.585454148155,30,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""PANDA"" CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT PANDA,CLUJ-NAPOCA,278782907,0,Eliade Mircea,
4122043,0361104882,,332795,15313,15322,0361104882,ARGEŞ,,,179,"ȘCOALA GIMNAZIALĂ ""NICOLAE VELEA"" CEPARI",SCOALA GENERALA NICOLAE VELEA CEPARI,CEPARII PĂMÂNTENI,,0,PRINCIPALĂ,
,3662100925,3661100762,,159883,159918,3662100925,TULCEA,,,10,ȘCOALA PRIMARĂ LETEA,SCOALA PRIMARA,LETEA,,0,Școlii,
11132791,3161100082,,3085623,139704,139713,3161100082,SĂLAJ,,,15A,"LICEUL ORTODOX ""SF.NICOLAE"" ZALĂU",LICEUL ORTODOX SF NICOLAE,ZALĂU,,0,CRIȘAN,
4455366,0461107852,,1180613,20778,20787,0461107852,BACĂU,46.7195178613593,26.7045121284711,,"COLEGIUL TEHNIC ""ION BORCEA"" BUHUSI",COLEGIUL TEHNIC ION BORCEA,BUHUŞI,,1,TINERETULUI NR 3,
,1962101212,1961104925,,83375,83384,1962101212,HARGHITA,,,10,GRĂDINIȚA PĂULENI-CIUC,GRADINITA,PĂULENI-CIUC,,0,PRINCIPALĂ,
,0962101436,0961102473,988874,42682,42691,0962101436,BRĂILA,,,5A,GRĂDINIŢA CU PROGRAM PRELUNGIT NR.44 BRĂILA,GRADINITA CU PROGRAM PRELUNGIT NR 44,BRĂILA,,0,ULMULUI,
,2962103781,2961100213,638699,134194,134238,2962103781,PRAHOVA,,,36,"ȘCOALA PRIMARĂ, SAT COADA IZVORULUI, COMUNA MĂNEȘTI",SCOALA PRIMARA COMUNA MANESTI,COADA IZVORULUI,,0,PRINCIPALĂ,
,2862104838,2861100902,,127493,127509,2862104838,OLT,,,,GRADINITA CU PROGRAM NORMAL VIISOARA,GRADINITA CU PROGRAM NORMAL VIISOARA,MĂRUNŢEI,,0,,
,0362103022,0361104665,,17209,17245,0362103022,ARGEŞ,44.9490360812984,24.8648371196238,,ŞCOALA GIMNAZIALĂ PURCĂRENI,SCOALA GENERALA,PURCĂRENI,,1,DRUM,
,1562104524,1561101738,,65921,65958,1562104524,DÂMBOVIŢA,,,1,GRĂDINIȚA CU PROGRAM NORMAL NR.7 DIACONEȘTI PUCIOASA,GRADINITA CU PROGRAM NORMAL NR 7 PUCIOASA,DIACONEŞTI,,0,DIACONEȘTI,
,0562103512,0561100215,363749,30915,30951,0562103512,BIHOR,,,169,ȘCOALA GIMNAZIALĂ NR. 1 CUBULCUT,SCOALA GENERALA NR 1,CUBULCUT,,0,sat Cubulcut,
,0962101386,0961101635,1149372,42682,42691,0962101386,BRĂILA,,,31,GRĂDINIŢA CU PROGRAM PRELUNGIT NR.55 BRĂILA,GRADINITA CU PROGRAM PRELUNGIT NR 55,BRĂILA,,0,NEGOIULUI,
,0562104237,0561101555,502541,29662,29680,0562104237,BIHOR,,,,GRĂDINIŢA CU PROGRAM NORMAL NR. 4 FONĂU,GRADINITA CU PROGRAM NORMAL NR 4,FONĂU,,0,"sat Fonău, nr.140",
29878434,3861100126,,741939,174496,172260,3861100126,VÂLCEA,,,,SCOALA GIMNAZIALA TITESTI,SCOALA GENERALA,TITEŞTI,,0,,
29100440,3561102042,,711219,155243,155252,3561102042,TIMIŞ,45.7248523404272,21.2096139527348,3,SCOALA GIMNAZIALA NR.1 MUN.TIMISOARA,SCOALA GENERALA NR 1,TIMIŞOARA,,1,str.Comanesti,
3228799,1161104313,,1100314,50790,50807,1161104313,CARAŞ-SEVERIN,45.2996805226056,21.8757242055491,39,COLEGIUL TEHNIC REŞIŢA,COLEGIUL TEHNIC,REŞIŢA,,1,BD. AL. I. CUZA,
,0762101968,0761105425,33338,39792,39818,0762101968,BOTOŞANI,,,,SCOALA PRIMARA NR. 3 MIRON COSTIN,SCOALA PRIMARA NR 3,MIRON COSTIN,,0,,
,0262102321,0261100495,319231,10104,10168,0262102321,ARAD,,,123,SCOALA PRIMARA LALASINT,SCOALA PRIMARA,LALAŞINŢ,,0,,
4613776,0161102458,,792031,1348,1357,0161102458,ALBA,46.1783910330344,23.918760445337,,"LICEUL TEHNOLOGIC ""TIMOTEI CIPARIU"" BLAJ",LICEUL TEHNOLOGIC TIMOTEI CIPARIU,BLAJ,,1,,
,0562104721,0561100735,1191636,28139,28175,0562104721,BIHOR,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SĂLDĂBAGIU MIC,GRADINITA CU PROGRAM NORMAL NR 2,SĂLDĂBAGIU MIC,,0,"sat Săldăbagiu Mic, nr.318",
3337729,3761105006,,370729187,162871,162880,3761105006,VASLUI,46.7929426703393,27.8881803369286,,"ȘCOALA GIMNAZIALĂ NR. 1, SAT BOȚEȘTI",SCOALA GENERALA NR 1,BOŢEŞTI,,1,,
,5142100361,5141100714,,101458,101467,5142100361,CĂLĂRAŞI,44.2346299884686,26.4621313637409,,"CENTRUL SCOLAR DE ASISTENTA PSIHOPEDAGOGICA SCOALA GIMNAZIALA ""GHEORGHE MANU"" BUDESTI",CENTRUL SCOLAR DE ASISTENTA PSIHOPEDAGOGICA SCOALA GENERALA GHEORGHE MANU,BUDEŞTI,,1,,
,1162100612,1161104019,422454,53728,53746,1162100612,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL RUSCHIŢA,GRADINITA CU PROGRAM NORMAL,RUŞCHIŢA,,0,,
,3262100447,3261101923,320671940,143959,143977,3262100447,SIBIU,,,138,GRADINITA CU PROGRAM NORMAL ARPASU DE SUS,GRADINITA CU PROGRAM NORMAL,ARPAŞU DE SUS,,0,Principala,
,2662107672,2661104737,,114514,114550,2662107672,MUREŞ,46.2403659819401,24.8100055044091,12,ȘCOALA PRIMARĂ RORA,SCOALA PRIMARA,RORA,,1,PRINCIPALA,
17104286,1661101904,,968147,69900,69919,1661101904,DOLJ,44.33070285,23.8018195139932,6,"GRADINITA CU PROGRAM PRELUNGIT ""CASUTA CU POVESTI"" CRAIOVA",GRADINITA CU PROGRAM PRELUNGIT CASUTA CU POVESTI,CRAIOVA,346965959,0,General Stefan Falcoianu,
,3862104998,3861105244,,168372,168443,3862104998,VÂLCEA,,,,SCOALA PRIMARA,SCOALA PRIMARA,VALEA MARE,,0,,
19073488,3461103786,,698194,151790,151807,3461103786,TELEORMAN,43.9616433910262,25.3392940165138,292,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU COLFESCU"" ALEXANDRIA",SCOALA GENERALA ALEXANDRU COLFESCU,ALEXANDRIA,,1,DUNĂRII,
25323066,2861100178,,628905,127938,127947,2861100178,OLT,,,,SCOALA GIMNAZIALA ORLEA,SCOALA GENERALA,ORLEA,,0,,
,3762106527,3761105223,,163002,163039,3762106527,VASLUI,46.8742891314723,27.7569338805567,,"ȘCOALA GIMNAZIALĂ, SAT PRIBEȘTI",SCOALA GENERALA,PRIBEŞTI,,1,,
32062982,3761207693,,,161829,161838,3761207693,VASLUI,,,6,"ŞCOALA POSTLICEALĂ SANITARĂ ""MIHAI RALEA"", MUN. HUŞI",SCOALA POSTLICEALA SANITARA MIHAI RALEA,HUŞI,,0,I. AL. ANGHELUŞ,
,2062101865,2061100457,,90725,90798,2062101865,HUNEDOARA,45.6104570104211,22.817864933093,,ȘCOALA PRIMARĂ VĂLIOARA,SCOALA PRIMARA,VĂLIOARA,,1,,
,0162100361,0161103287,,1696,1767,0162100361,ALBA,45.784442579687,23.4040260608655,,SCOALA PRIMARA MUGESTI,SCOALA PRIMARA,MUGEŞTI,,1,PRINCIPALA,
21971677,0561101297,,363830,31128,31137,0561101297,BIHOR,,,242,ȘCOALA GIMNAZIALĂ NR. 1 SÎRBI,SCOALA GENERALA NR 1 SIRBI,SÂRBI,,0,sat Sîrbi,
28368291,3761104801,,370728444,162069,162078,3761104801,VASLUI,46.4269794175405,27.6386817253927,,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU VLAHUȚĂ"", SAT ALEXANDRU VLAHUȚĂ",SCOALA GENERALA,ALEXANDRU VLAHUŢĂ,,1,,
,3962102176,3961100798,,177101,177165,3962102176,VRANCEA,,,1,SCOALA PRIMARA PRAHUDA,SCOALA PRIMARA,PRAHUDA,,0,Principala,
29145972 ,1561100999,,469971,68789,68823,1561100999,DÂMBOVIŢA,,,24,ȘCOALA GIMNAZIALĂ GHINEȘTI SĂLCIOARA,SCOALA GENERALA SALCIOARA,GHINEŞTI,,0,PRINCIPALĂ,
13675069,2361102346,,400565610,104243,104252,2361102346,ILFOV,44.6409048845009,26.207067653153,127,ȘCOALA GIMNAZIALĂ NR. 1 MOARA VLĂSIEI,SCOALA GENERALA NR 1,MOARA VLĂSIEI,,1,EROILOR,
,0462104017,0461104962,,22576,22656,0462104017,BACĂU,,,,SCOALA GIMNAZIALA ONISCANI,SCOALA GENERALA,ONIŞCANI,,0,,
,1362105528,1361105451,,63125,63134,1362105528,CONSTANŢA,,,2,GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3 VALU LUI TRAIAN,GRADINITA CU PROGRAM PRELUNGIT NR 3,VALU LUI TRAIAN,,0,SOCULUI,
,2562102542,2561102126,,109773,109782,2562102542,MEHEDINŢI,,,6,GRĂDINIȚA CU PROGRAM NORMAL NR.25 DROBETA TURNU SEVERIN,GRADINITA CU PROGRAM NORMAL NR 25,DROBETA-TURNU SEVERIN,,0,Kogălniceanu Mihail,
,3862100171,3861100515,791738,167473,167482,3862100171,VÂLCEA,,,,GRADINITA CU PROGRAM PRELUNGIT N BALCESCU,GRADINITA CU PROGRAM PRELUNGIT N BALCESCU,RÂMNICU VÂLCEA,,0,,
4267311,4061100289,,780935,179132,179196,4061100289,MUNICIPIUL BUCUREŞTI,44.4449954,26.118074,6,"Colegiul Tehnic ""Petru Maior""",COLEGIUL TEHNIC PETRU MAIOR,BUCUREŞTI SECTORUL 6,2872403726,0,Timişoara,
17803896,3261101267,,320675324,145382,145391,3261101267,SIBIU,,,251,SCOALA GIMNAZIALA RIU SADULUI,SCOALA GENERALA RIU SADULUI,RÂU SADULUI,,0,PRINCIPALA,
,1162101694,1161103592,422208,53425,53452,1162101694,CARAŞ-SEVERIN,,,108,GRĂDINIŢA CU PROGRAM NORMAL DELINEŞTI,GRADINITA CU PROGRAM NORMAL,DELINEŞTI,,0,PRINCIPALĂ,
,1652103697,1671104645,,70879,70888,1652103697,DOLJ,,,,CLUBUL COPIILOR BECHET,CLUBUL COPIILOR,BECHET,,0,,
,0762102865,0761104822,,37547,37583,0762102865,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 3 GIRBENI,GRADINITA CU PROGRAM NORMAL NR 3 GIRBENI,GÂRBENI,,0,GARBENI,
14095159,2361101336,,400566391,105419,105428,2361101336,ILFOV,,,147,ȘCOALA GIMNAZIALĂ NR. 1 ŞTEFĂNEŞTI,SCOALA GENERALA NR 1 STEFANESTI,ŞTEFĂNEŞTII DE JOS,,0,STEFĂNEŞTI,
,3362107014,3361103711,,146995,147009,3362107014,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL BALCAUTI,GRADINITA CU PROGRAM NORMAL,BĂLCĂUŢI,,0,,
3126586,1761101717,,1226120,75098,75105,1761101717,GALAŢI,45.4409810327595,28.0126545550661,4,"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"", LOCALITATEA GALATI",LICEUL TEHNOLOGIC ANGHEL SALIGNY,GALAŢI,,1,METALURGISTILOR,
19001511,3461100046,,699590,154166,154175,3461100046,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ SFINȚEȘTI,SCOALA GENERALA,SFINŢEŞTI,,0,,
,1562100452,1561101046,,68976,68994,1562100452,DÂMBOVIŢA,,,75,GRĂDINIȚA CU PROGRAM NORMAL CROITORI ULIEȘTI,GRADINITA CU PROGRAM NORMAL ULIESTI,CROITORI,,0,PRINCIPALĂ,
2541614,3861105113,,847757,167909,167918,3861105113,VÂLCEA,45.2401313687923,24.3421019539116,,LICEUL TEHNOLOGIC DE TURISM CALIMANESTI,LICEUL TEHNOLOGIC DE TURISM,CĂLIMĂNEŞTI,,1,,
,2862101663,2861100644,,128711,128766,2862101663,OLT,,,,GRADINITA CU PROGRAM NORMAL CONSTANTINESTI,GRADINITA CU PROGRAM NORMAL,CONSTANTINEŞTI,,0,,
,2862104164,2861100721,,129987,129996,2862104164,OLT,,,,GRADINITA CU PROGRAM NORMAL VILCELE,GRADINITA CU PROGRAM NORMAL VILCELE,VÂLCELE,,0,,
,1862102965,1861105715,,82733,82751,1862102965,GORJ,,,,"SCOALA GIMNAZIALA FINTINELE, URDARI",SCOALA GENERALA FINTINELE URDARI,FÂNTÂNELE,,0,,
16093820,3361102841,,330687028,146860,146879,3361102841,SUCEAVA,,,687,"SCOALA GIMNAZIALA ""LUCA ARBURE"" ARBORE",SCOALA GENERALA LUCA ARBURE,ARBORE,,0,,
,3862104193,3861100881,,172153,172242,3862104193,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,SPINU,,0,,
28413031,3361208379,,2351685,146263,146272,3361208379,SUCEAVA,,,148,GRĂDINIȚA CU PROGRAM PRELUNGIT ”TRIKI RIKI” SUCEAVA,GRADINITA CU PROGRAM PRELUNGIT TRIKI RIKI,SUCEAVA,,0,Calea Burdujeni,
,3762103515,3761107478,,163618,163663,3762103515,VASLUI,46.7776707467402,28.144911399762,,"ȘCOALA GIMNAZIALĂ, SAT RÂȘEȘTI",SCOALA GENERALA,RÂŞEŞTI,,1,,
17909570,3261101778,,320673728,143520,143539,3261101778,SIBIU,45.7071559203978,24.0654833774158,539,"SCOALA GIMNAZIALA ""SAVA POPOVICI BARCIANU"" RASINARI",SCOALA GENERALA SAVA POPOVICI BARCIANU,RĂŞINARI,,1,ANDREI SAGUNA,
,0352104615,0371100182,330981,13668,13677,0352104615,ARGEŞ,,,17,CLUBUL COPIILOR COSTEŞTI,CLUBUL COPIILOR,COSTEŞTI,,0,Ștrandului nr 17,
,2262100463,2261102673,546121,95060,95079,2262100463,IAŞI,47.17309,27.578575,28,"ȘCOALA PRIMARĂ ""MIHAIL KOGĂLNICEANU"", IAŞI",SCOALA PRIMARA MIHAIL KOGALNICEANU,IAŞI,669502939,0,LASCĂR CATARGI,
,1162100802,1161104236,421436,51546,51564,1162100802,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL VÂRCIOROVA,GRADINITA CU PROGRAM NORMAL,VÂRCIOROVA,,0,,
,1762103099,1761100517,,76969,76978,1762103099,GALAŢI,,,,"SCOALA GIMNAZIALA NR.1, COMUNA PECHEA",SCOALA GENERALA NR 1,PECHEA,,0,,
17871521,0961102265,,3352674,42682,42691,0961102265,BRĂILA,,,238,"ŞCOALA POSTLICEALĂ SANITARĂ ""DR.LUCA"" BRĂILA",SCOALA POSTLICEALA SANITARA DR LUCA,BRĂILA,,0,INDEPENDENŢEI,
,3862102924,3861101127,,173793,173846,3862102924,VÂLCEA,,,,SCOALA GIMNAZIALA USUREI,SCOALA GENERALA,UŞUREI,,0,,
,1962101551,1961104183,515782,83320,83339,1962101551,HARGHITA,,,6,"GRĂDINIŢA ""CSIGA-BIGA"" MIERCUREA CIUC",GRADINITA CSIGA BIGA,MIERCUREA CIUC,,0,MIHAIL SADOVEANU,
17958203,1261100194,,121145431,55384,55393,1261100194,CLUJ,,,14,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""VESELIEI"" GHERLA",GRADINITA CU PROGRAM PRELUNGIT VESELIEI,GHERLA,,0,Brazilor,
29145301,1561100194,,1033444,65342,65351,1561100194,DÂMBOVIŢA,,,21,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.16 TÂRGOVIȘTE,GRADINITA CU PROGRAM PRELUNGIT NR 16,TÂRGOVIŞTE,,0,Radu cel Mare,
33434600,1551100777,,474770,65681,65690,1551100777,DÂMBOVIŢA,,,15,CLUBUL COPIILOR GĂEȘTI,CLUBUL COPIILOR,GĂEŞTI,,0,LINISTEI,
,3362106949,3361108155,,146655,146682,3362106949,SUCEAVA,,,16,SCOALA PRIMARA PADURENI,SCOALA PRIMARA,PĂDURENI,,0,MOLDOVEI,
17145480,2261102506,,552912,99600,99619,2261102506,IAŞI,,,,"ȘCOALA GIMNAZIALĂ ""IACOB NEGRUZZI"", TRIFEŞTI",SCOALA GENERALA IACOB NEGRUZZI,TRIFEŞTI,,0,,
,0462104175,0461108084,,22237,22362,0462104175,BACĂU,,,,SCOALA PRIMARA NEGULESTI,SCOALA PRIMARA,NEGULEŞTI,,0,,
,3562106055,3561106168,,156311,156320,3562106055,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL COM.CHEVERESU MARE,GRADINITA CU PROGRAM NORMAL,CHEVEREŞU MARE,,0,,
,2962104434,2961101526,642535,136241,134247,2962104434,PRAHOVA,,,211,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA COCORĂȘTII COLȚ",GRADINITA CU PROGRAM NORMAL,COCORĂŞTII COLŢ,,0,PRINCIPALĂ,
28955709,1161103511,,424452,51387,51387,1161103511,CARAŞ-SEVERIN,44.990513635921,21.4669642224276,99B,ŞCOALA GIMNAZIALĂ BERLIŞTE,SCOALA GENERALA,BERLIŞTE,,1,PRINCIPALA,
,2462102512,2461101262,,108491,108516,2462102512,MARAMUREŞ,,,112,SCOALA PRIMARA BERCHEZ,SCOALA PRIMARA,BERCHEZ,,0,PRINCIPALA,
,0262101989,0261100301,,11940,11977,0262101989,ARAD,,,,SCOALA PRIMARA SATU MARE,SCOALA PRIMARA,SATU MARE,,0,,
29026335,0261101347,,317867,12912,9510,0261101347,ARAD,,,,"SCOALA GIMNAZIALA ""PATER GODO MIHALY"" DOROBANTI",SCOALA GENERALA PATER GODO MIHALY,DOROBANŢI,,0,,
,1562103514,1561101462,,69303,69321,1562103514,DÂMBOVIŢA,,,1,ȘCOALA PRIMARĂ MESTEACĂN VĂLENI DÂMBOVIȚA,SCOALA PRIMARA VALENI DAMBOVITA,MESTEACĂN,,0,PRINCIPALĂ,
,2662107844,2661105299,,116046,116091,2662107844,MUREŞ,,,22,ȘCOALA PRIMARĂ GRINDENI,SCOALA PRIMARA,GRINDENI,,0,PRINCIPALA,
,2662100819,2661105322,,114970,115030,2662100819,MUREŞ,,,93,ȘCOALA GIMNAZIALĂ ROTENI,SCOALA GENERALA,ROTENI,,0,PRINCIPALA,
35011134,3981103201,,390000489,174860,174879,3981103201,VRANCEA,,,24,CLUBUL SPORTIV SCOLAR ADJUD,CLUBUL SPORTIV SCOLAR,ADJUD,,0,LIBERTATII,
32270240,4061207398,,,179132,179178,4061207398,MUNICIPIUL BUCUREŞTI,44.3871181,26.1105872,4,"Grădiniţa ""Iilo""",GRADINITA IILO,BUCUREŞTI SECTORUL 4,2586596902,0,Iarba Câmpului,
13398723,1961104088,,520828,86487,85216,1961104088,HARGHITA,,,186,ȘCOALA GIMNAZIALĂ PORUMBENII MARI,SCOALA GENERALA,PORUMBENII MARI,,0,ȘCOLII,
,1462103303,1461100526,459689,64318,64327,1462103303,COVASNA,,,1124,Grădinița cu Program Normal Nr. 3 Ghelința,GRADINITA CU PROGRAM NORMAL NR 3,GHELINŢA,,0,Principală,
29097409,1361101307,,130452588,61452,61461,1361101307,CONSTANŢA,,,20,ŞCOALA GIMNAZIALĂ NR. 1 COMANA,SCOALA GENERALA NR 1,COMANA,,0,PRIMĂVERII,
,0462103346,0461104614,,21007,21089,0462103346,BACĂU,,,,GRADINITA CU PROGRAM NORMAL SULTA,GRADINITA CU PROGRAM NORMAL,SULŢA,,0,,
,0362102957,0361104674,,17254,17325,0362102957,ARGEŞ,,,,ŞCOALA PRIMARĂ VĂCAREA,SCOALA PRIMARA,VĂCAREA,,0,COMUNAL,
,0362102776,0361104543,,17726,17762,0362102776,ARGEŞ,,,,GRĂDINIŢA CU PROGRAM NORMAL MOZACU,GRADINITA CU PROGRAM NORMAL,MOZACU,,0,,
17971490,1261102739,,120447272,54975,54984,1261102739,CLUJ,,,02.apr,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""LICURICI"" CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT LICURICI,CLUJ-NAPOCA,,0,Arinilor,
,1562102201,1561105706,,102286,102295,1562102201,DÂMBOVIŢA,,,69,GRĂDINIȚA CU PROGRAM NORMAL CREVEDIA,GRADINITA CU PROGRAM NORMAL,CREVEDIA,,0,BERZELOR,
,1962101506,1961104572,,83981,83990,1962101506,HARGHITA,,,550,ȘCOALA GIMNAZIALĂ CINOD,SCOALA GENERALA CINOD,CIUCSÂNGEORGIU,,0,PRINCIPALĂ,
18999821,3461100209,,699552,154068,154077,3461100209,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ SCURTU MARE,SCOALA GENERALA,SCURTU MARE,,0,,
,0962100385,0961102369,1321695,44177,44195,0962100385,BRĂILA,,,9,GRĂDINIŢA CU PROGRAM NORMAL ALBINA,GRADINITA CU PROGRAM NORMAL,ALBINA,,0,M.Sadoveanu,
,1662103277,1661102023,,74073,74091,1662103277,DOLJ,,,,GRADINITA CU PROGRAM NORMAL VALEA LUI PATRU,GRADINITA CU PROGRAM NORMAL,VALEA LUI PĂTRU,,0,,
29146099 ,1561100226,,468783,67407,67416,1561100226,DÂMBOVIŢA,44.9141510911017,25.341816025056,130,ȘCOALA GIMNAZIALĂ DRAGOMIREȘTI,SCOALA GENERALA,DRAGOMIREŞTI,,1,PRINCIPALĂ,
,1762103678,1761104349,,76718,76727,1762103678,GALAŢI,45.7648022111814,28.0699966328474,,"SCOALA GIMNAZIALA NR.3, COMUNA MASTACANI",SCOALA GENERALA NR 3,MĂSTĂCANI,,1,,
,2462102227,2461101384,,106559,106568,2462102227,MARAMUREŞ,,,45,"GRADINITA CU PROGRAM NORMAL ""POPA LUPU"" SIGHETU MARMATIEI",GRADINITA CU PROGRAM NORMAL POPA LUPU,SIGHETU MARMAŢIEI,,0,POPA LUPU,
12846705,1961101768,,1152173,84344,84353,1961101768,HARGHITA,,,3,"ȘCOALA GIMNAZIALĂ ""SIKLODI LŐRINC"" DITRĂU",SCOALA GENERALA SIKLODI LŐRINC,DITRĂU,,0,LIBERTĂȚII,
,0662101911,0661100738,374023,32768,32795,0662101911,BISTRIŢA-NĂSĂUD,46.8464054905158,24.2282579029992,212A,ȘCOALA PRIMARĂ ȚAGU,SCOALA PRIMARA,ŢAGU,,1,Principală,
,1062100446,1061104373,,49153,49171,1062100446,BUZĂU,,,,ŞCOALA PRIMARĂ SAT GĂGENI COMUNA SĂHĂTENI,SCOALA PRIMARA COMUNA SAHATENI,GĂGENI,,0,,
4681800,0161103278,,958099,1017,1026,0161103278,ALBA,46.0657964763886,23.5776113751232,11,"COLEGIUL ECONOMIC ""DIONISIE POP MARTIAN"" ALBA IULIA",COLEGIUL ECONOMIC DIONISIE POP MARTIAN,ALBA IULIA,,1,OCTAVIAN GOGA,
,3162100218,3161100738,,141535,141562,3162100218,SĂLAJ,,,495,ȘCOALA GIMNAZIALĂ STÎRCIU,SCOALA GENERALA STIRCIU,STÂRCIU,,0,Principală,
,0262103055,0261104377,319671,10943,10961,0262103055,ARAD,,,94,SCOALA PRIMARA BONTESTI,SCOALA PRIMARA,BONŢEŞTI,,0,,
3897475,3061102633,,655221,136483,136492,3061102633,SATU MARE,47.790971,22.8770557,2,"COLEGIUL NATIONAL ""KOLCSEY FERENC"" SATU MARE",COLEGIUL NATIONAL KOLCSEY FERENC,SATU MARE,523411063,1,PACII,
26503391,0761104641,,390625,38848,38857,0761104641,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 ROMANESTI,SCOALA GENERALA NR 1,ROMÂNEŞTI,,0,,
4443485,0861101926,,396746,41471,41480,0861101926,BRAŞOV,45.4431212787033,25.3306001796902,514,Școala Gimnazială Moieciu de Jos,SCOALA GENERALA,MOIECIU DE JOS,,1,PINCIPALA,
,1562102092,1561100271,,68627,68672,1562102092,DÂMBOVIŢA,,,4,GRĂDINIȚA CU PROGRAM NORMAL GHIMPAȚI RĂCARI,GRADINITA CU PROGRAM NORMAL RACARI,GHIMPAŢI,,0,NUCILOR,
,2662105738,2661104253,,115637,115664,2662105738,MUREŞ,,,395,GRĂDINIȚA CU PROGRAM NORMAL CHENDU NR.2,GRADINITA CU PROGRAM NORMAL NR 2,CHENDU,,0,PRINCIPALĂ,
,3962104115,3961105387,,178475,178484,3962104115,VRANCEA,,,22,"GRADINITA CU PROGRAM NORMAL ""GARGARITA RITA"" VINTILEASCA",GRADINITA CU PROGRAM NORMAL GARGARITA RITA,VINTILEASCA,,0,Principala,
29151257,0461108396,,342094,20563,20572,0461108396,BACĂU,,,,"SCOALA GIMNAZIALA ""SFANTUL VOIEVOD ST.CEL MARE""ONESTI",SCOALA GENERALA SFANTUL VOIEVOD ST CEL MARE,ONEŞTI,,0,OITUZ NR 7 BIS,
,2262104214,2261105269,551528,98685,98694,2262104214,IAŞI,,,,"ȘCOALA PRIMARĂ, BAZGA",SCOALA PRIMARA BAZGA,RĂDUCĂNENI,,0,,
405327,0961101689,,405327,43698,43705,0961101689,BRĂILA,,,96,ŞCOALA GIMNAZIALĂ RACOVIŢA,SCOALA GENERALA,RACOVIŢĂ,,0,CALEA CUSTURA,
5077684,1661105365,,243949,69900,69919,1661105365,DOLJ,44.310125624674,23.8358864962618,105,LICEUL TEHNOLOGIC AUTO CRAIOVA,LICEUL TEHNOLOGIC AUTO,CRAIOVA,,1,DECEBAL,
29012925,2061101015,,527292,88092,88109,2061101015,HUNEDOARA,,,150,ȘCOALA GIMNAZIALĂ BĂIȚA,SCOALA GENERALA,BĂIŢA,,0,Principală,
,2462103106,2461100071,,108035,108099,2462103106,MARAMUREŞ,,,,SCOALA PRIMARA UNGURAS,SCOALA PRIMARA,UNGURAŞ,,0,,
,2262103846,2261102619,,98373,98391,2262103846,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, BUDĂI",SCOALA GENERALA,BUDĂI,,0,,
4122302,0361103307,,300622,13169,13178,0361103307,ARGEŞ,44.8598443,24.8719715,44,"COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI",COLEGIUL TEHNIC ARMAND CALINESCU,PITEŞTI,4046535745,1,I.C. BRĂTIANU,
29437365,0361104466,,1138536,13668,13677,0361104466,ARGEŞ,,,18,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""FANTEZIA"" COSTEȘTI",GRADINITA CU PROGRAM PRELUNGIT FANTEZIA,COSTEŞTI,,0,STRANDULUI,
